prompt,prompt_len,target
Antonin Scalia,14,80.0
Nelson Rockefeller,18,71.0
Fidel Castro,12,90.0
Fulgencio Batista,17,72.0
Edmund H. Hansen,16,68.0
Karl Brown,10,94.0
Louis King,10,64.0
Jean Bartik,11,87.0
Evelyn Berezin,14,93.0
Danielle Bunten Berry,21,49.0
Anita Borg,10,54.0
Suzy Covey,10,68.0
Annie Easley,12,73.0
Thelma Estrin,13,90.0
John Adair,10,83.0
Stan Coveleski,14,95.0
Anne Hutchinson,15,52.0
Harry S. Truman,15,88.0
Aaliyah,7,22.0
Betty Holberton,15,84.0
Judy Garland,12,47.0
Grace Hopper,12,86.0
"Carroll A. Campbell, Jr.",24,65.0
Andreas Hofer,13,43.0
Leopold Figl,12,63.0
Rudolf Ramek,12,60.0
Karl Renner,11,80.0
Otto Bauer,10,57.0
Michael Mayr,12,58.0
Engelbert Dollfuss,18,42.0
Mary Kenneth Keller,19,72.0
L. L. Zamenhof,14,58.0
John Adams,10,91.0
Thomas Jefferson,16,83.0
James Madison,13,85.0
James Monroe,12,73.0
John Quincy Adams,17,81.0
Andrew Jackson,14,78.0
Martin Van Buren,16,80.0
Sergey Belyavsky,16,70.0
Alastair G. W. Cameron,22,80.0
Carlos Ulrrico Cesco,20,77.0
Josep Comas i Solà,18,69.0
Manuel Dias,11,85.0
Kenneth Edgeworth,17,92.0
João d'Espinha,14,66.0
Antoni Grabowski,16,64.0
William Henry Harrison,22,68.0
Ivory Joe Hunter,16,60.0
Adriaen van der Cabel,21,74.0
John Tyler,10,72.0
Ferdinand Augustin Hallerstein,30,71.0
William Rowan Hamilton,22,60.0
James K. Polk,13,54.0
Maximilian Hell,15,72.0
Zachary Taylor,14,66.0
Kiyotsugu Hirayama,18,69.0
Luis Miró Quesada de la Guerra,30,96.0
José Santos Gollán,18,83.0
Carl Barks,10,99.0
Mark Rocco,10,69.0
Agustín Edwards Mac-Clure,25,63.0
Enrique Santos Montejo,22,85.0
Sylvia de Arruda Botelho Bittencourt,36,99.0
Carlos Dávila,13,68.0
José Ignacio Rivero,19,91.0
Lorenzo Batlle Pacheco,22,57.0
Assis Chateaubriand,19,76.0
Alexander Grant Dexter,22,65.0
Lee Hills,9,94.0
Carlos Víctor Aramayo,21,94.0
Alberto Lleras Camargo,22,84.0
Manuel Cisneros Sánchez,23,67.0
Alfredo Silva Carvallo,22,69.0
Eduardo Rodríguez Larreta,25,85.0
Ángel Ramos,11,58.0
Carlos Lacerda,14,63.0
Antonio Arias Bernal,20,47.0
Gianluigi Bonelli,17,93.0
Ernesto Teodoro Moneta,22,85.0
Austregésilo de Athayde,23,95.0
Jorge Délano Frederick,22,85.0
Henry Dunant,12,82.0
Aurelio Galleppini,18,79.0
Jules Dubois,12,56.0
Sergio Bonelli,14,79.0
Roberto Raviola,15,57.0
Hugo Pratt,10,68.0
Millard Fillmore,16,74.0
Carlos Ramírez MacGregor,24,72.0
Franklin Pierce,15,65.0
Pedro Beltrán,13,82.0
James Buchanan,14,77.0
Roberto Noble,13,67.0
Hippoliet Van Peene,19,53.0
Albert Windey,13,93.0
Vyacheslav Multino,18,79.0
Edmond Privat,13,73.0
Hector Hodler,13,33.0
Ivo Lapenna,11,78.0
Gaston Waringhien,17,90.0
Kálmán Kalocsay,15,85.0
Wilhelm Ostwald,15,79.0
"Robert Baden-Powell, 1st Baron Baden-Powell",43,84.0
Rudolf Diesel,13,55.0
Paul Doumer,11,75.0
Jean Jaurès,11,55.0
Robert Cecil,12,94.0
Maxim Gorki,11,68.0
Johann Martin Schleyer,22,81.0
Auguste Comte,13,59.0
John Amos Comenius,18,78.0
François Sudre,14,75.0
Nina Teplyakova,15,79.0
Lance Tingay,12,75.0
Kazimierz Bein,14,87.0
Josep Puig i Cadafalch,22,89.0
Joan Abril i Guanyabens,23,87.0
Manuel Cusachs i Xivillé,24,86.0
Lev Urusov,10,56.0
Julio Baghy,11,76.0
Rashad Khalifa,14,55.0
William Auld,12,82.0
Claude Piron,12,77.0
Umberto Eco,11,84.0
Reinhard Selten,15,86.0
Ferdinand II of Aragon,22,64.0
Tron Øgrim,10,60.0
Detlev Blanke,13,75.0
Franko Luin,11,64.0
Hisashi Inoue,13,76.0
Victor Sadler,13,83.0
Helmar Frank,12,80.0
Michel Duc-Goninaz,18,83.0
Amata Kabua,11,68.0
Ferdinand Peeters,17,80.0
Étienne Lenoir,14,78.0
Magomet Isayev,14,83.0
Jacques Chaban-Delmas,21,85.0
Michel Rocard,13,86.0
Guy Fischer,11,70.0
Alain Poher,11,87.0
Baldur Ragnarsson,17,88.0
Georges Lagrange,16,76.0
Raymond Barre,13,83.0
Michel Jobert,13,81.0
Leopold II of Belgium,21,74.0
Leopold I of Belgium,20,75.0
Leopold III of Belgium,22,82.0
Baudouin I of Belgium,21,63.0
Georges Lemaître,16,72.0
Karel Lodewijk Ledeganck,24,42.0
Paul Van Grembergen,19,79.0
Arturo Toscanini,16,90.0
Lidia Zamenhof,14,38.0
João Guimarães Rosa,19,59.0
Franz Jonas,11,75.0
Sándor Szathmári,16,77.0
Raymond Schwartz,16,79.0
Tivadar Soros,13,74.0
Ferdinand de Saussure,21,56.0
Albert Sechehaye,16,76.0
Charles Bally,13,82.0
René de Saussure,16,75.0
Heinrich Schmid,15,78.0
Eduard Schwyzer,15,69.0
Adolf Tobler,12,75.0
Rudolf Thurneysen,17,83.0
Henryk Julian Gay,17,61.0
Iosif Langbard,14,69.0
Michael Osipovich Barshch,25,72.0
Willem Duys,11,83.0
Laurent Fignon,14,50.0
Léon Walras,11,76.0
Jean-Baptiste Say,17,65.0
Frédéric Bastiat,16,49.0
Alfred Sauvy,12,92.0
Thomas Robert Malthus,21,68.0
Alfred Marshall,15,82.0
Rolf Biese,10,82.0
Curt Lincoln,12,87.0
Sakari Salo,11,92.0
Pekka Säilä,11,68.0
Ernst Schybergson,17,75.0
François Quesnay,16,80.0
Luchino Visconti,16,70.0
Richard Strauss,15,83.0
Guy Fawkes,10,36.0
Alberto Bayo,12,75.0
German Goldenshteyn,19,72.0
Spencer Fullerton Baird,23,64.0
Erwin Rommel,12,53.0
Juana Manuela Gorriti,21,76.0
Hank Mizell,11,69.0
Enid Mumford,12,82.0
Evi Nemeth,10,73.0
Klara Dan von Neumann,21,52.0
Aaron Sopher,12,67.0
Jean E. Sammet,14,89.0
Kaisa Sere,10,58.0
Karen Spärck Jones,18,72.0
William Herschel,16,84.0
John Frederick William Herschel,31,79.0
Giovanni Domenico Cassini,25,87.0
Giuseppe Piazzi,15,80.0
Giovanni Schiaparelli,21,75.0
Margherita Hack,15,91.0
Taejong of Joseon,17,55.0
Nicolas Leblanc,15,64.0
Cozy Powell,11,51.0
Roh Moo-hyun,12,63.0
Park Chung-hee,14,62.0
Anton Stamitz,13,59.0
Ignacy Daszyński,16,70.0
Maria Cristina of Savoy,23,24.0
Charles Messier,15,87.0
Terry Callier,13,67.0
Pelagius,8,52.0
Dietrich von Hildebrand,23,88.0
Veikko Heinonen,15,81.0
Pentti Heino,12,92.0
Antti Hyvärinen,15,68.0
Ensio Hyytiä,12,81.0
Veikko Iivanainen,17,34.0
Erkki Järvinen,14,87.0
Aulis Kallakorpi,16,76.0
Eino Kirjonen,13,55.0
Olavi Kuronen,13,66.0
Juhani Kärkinen,15,84.0
Kalevi Kärkinen,15,70.0
Sancho Gracia,13,76.0
Louis Leakey,12,69.0
Emil Adamič,11,59.0
Bill Raisch,11,79.0
Vladimir the Great,18,57.0
Léon Delacroix,14,62.0
Henri Carton de Wiart,21,82.0
Georges Theunis,15,93.0
Aloys Van de Vyvere,19,90.0
Prosper Poullet,15,69.0
Henri Jaspar,12,69.0
Jules Renkin,12,72.0
Paul van Zeeland,16,80.0
Achille Van Acker,17,77.0
Camille Huysmans,16,97.0
Gaston Eyskens,14,83.0
Aleksander Griboyedov,21,34.0
Leo Tindemans,13,92.0
Jean-Luc Dehaene,16,74.0
José Batlle y Ordóñez,21,73.0
Jorge Batlle Ibáñez,19,89.0
Carl W. Ackerman,16,80.0
Herbert Matthews,16,77.0
Paul I of Russia,16,47.0
Alexander I of Russia,21,48.0
Catherine I of Russia,21,43.0
John Gillies,12,42.0
Elias Magnus Fries,18,84.0
Theodor Magnus Fries,20,81.0
Robert Elias Fries,18,90.0
Thore Christian Elias Fries,27,44.0
Franz Balthasar von Lindern,27,73.0
William Hamilton,16,73.0
W. D. Hamilton,14,64.0
William Hamilton,16,73.0
William Thomas Hamilton,23,68.0
William McLean Hamilton,23,70.0
William John Hamilton,21,62.0
William Hamilton,16,50.0
"Sir William Hamilton, 9th Baronet",33,68.0
Patrick Browne,14,70.0
William Jack,12,27.0
Samuel Wanjiru,14,25.0
Germaine Mason,14,34.0
Johann Baptist von Spix,23,45.0
Janez Gregorc,13,78.0
Tauno Luiro,11,23.0
Leo Laakso,10,84.0
Timo Murama,11,68.0
Dmitry Pozharsky,16,65.0
Nikolay Ozolin,14,94.0
Grigory Isayevich Nikiforov,27,69.0
Peter Vladimirov,16,48.0
Cimabué,7,62.0
Duccio di Buoninsegna,21,64.0
Tomaž Šalamun,13,73.0
Berlinghiero Berlinghieri,25,60.0
Coppo di Marcovaldo,19,51.0
Guido of Siena,14,60.0
Fran Levstik,12,56.0
Simon Jenko,11,34.0
Dragotin Kette,14,23.0
Ivan Cankar,11,42.0
Aleksandr Berkutov,18,79.0
Curtis LeMay,12,84.0
Freddie Mercury,15,45.0
Amy Winehouse,13,28.0
Jože Javoršek,13,70.0
Walter Breisky,14,73.0
Émile Durkheim,14,59.0
Fritz Mauthner,14,74.0
Frans Schollaert,16,66.0
Jean Améry,10,66.0
Montesquieu,11,66.0
Robert Schuman,14,77.0
Charly Gaul,11,73.0
Bim Diederich,13,90.0
"Grand Duke Jean I, Grand Duke of Luxembourg",43,98.0
Gaston Geens,12,71.0
Mathilde Schroyens,18,84.0
Joseph van Crombrugghe,22,72.0
Jean-Baptiste Minne-Barth,25,55.0
Sebastian Lybeck,16,91.0
Melchior de Vogüé,17,62.0
Mario Benedetti,15,89.0
Felice Rix-Ueno,15,74.0
Leonard Nimoy,13,84.0
DeForest Kelley,15,79.0
Constança Capdeville,20,55.0
Marie Poussepin,15,91.0
Charles K. Kao,14,85.0
Humphrey Bogart,15,58.0
Réal Bouvier,12,54.0
Bruce Lee,9,33.0
Han Suyin,9,95.0
Tristan Tzara,13,67.0
Heinz Mellmann,14,32.0
Fritz Schediwy,14,68.0
Franz Wurst,11,88.0
Wilhelm von Wedell,18,65.0
Bernd Baumgartl,15,45.0
Ian Brady,9,79.0
Robert Mitchum,14,80.0
Mary Lee Woods,14,93.0
Beatrice Helen Worsley,22,50.0
Irma Wyman,10,87.0
Kateryna Yushchenko,19,82.0
Justus von Liebig,17,70.0
Chiang Kai-shek,15,88.0
Josef Stefan,12,58.0
Conrad of Parzham,17,80.0
Joachim Heinrich Wilhelm Wagener,32,79.0
Daniel Boemle,13,47.0
Prince Emmanuel,15,59.0
Karl-Heinz Vorsatz,18,65.0
Leonard B. Jordan,17,84.0
Nína Tryggvadóttir,18,55.0
Paavo Nuotio,12,67.0
Matti Nykänen,13,56.0
Toivo Nykänen,13,81.0
Aatto Pietikäinen,17,45.0
Matti Pietikäinen,17,40.0
Sauli Pälli,11,48.0
Horacio Quiroga,15,59.0
Edgar Allan Poe,15,40.0
Juan Carlos Onetti,18,85.0
János Bolyai,12,58.0
Paul VI,7,81.0
Deng Xiaoping,13,93.0
Erkki Rajala,12,54.0
Jouko Törmänen,14,61.0
Rolf Turkka,11,74.0
Niilo Toppila,13,25.0
Väinö Tiihonen,14,45.0
Liu Shaoqi,10,71.0
Vsevolod Solovyov,17,54.0
Hemmo Silvennoinen,18,70.0
Harry Warner Frantz,19,91.0
Juhani Ruotsalainen,19,67.0
Toivo Reingoldt,15,35.0
Lauri Valonen,13,73.0
Pentti Uotinen,14,79.0
Paavo Vierto,12,26.0
Pekka Yliniemi,14,26.0
Soong Ching-ling,16,88.0
Harvey Milk,11,48.0
George I of Greece,18,68.0
Johan Cruyff,12,69.0
Giovanni Bellini,16,86.0
Zhou Enlai,10,78.0
John von Neumann,16,54.0
Diego Maradona,14,60.0
Mary Anderson,13,87.0
Kathleen Antonelli,18,85.0
Hertha Ayrton,13,69.0
Tabitha Babbitt,15,74.0
Sarah Bagley,12,77.0
Luigi Dallapiccola,18,71.0
Joseph Gallieni,15,67.0
Tsutomu Yamaguchi,17,94.0
Jia Chong,9,65.0
Lawrence of Rome,16,33.0
Anne Elizabeth Ball,19,64.0
Nora Stanton Blatch Barney,26,88.0
Stephen Hawking,15,76.0
Kangxi Emperor,14,68.0
Jack Clayton,12,74.0
John Middleton Clayton,22,60.0
John Morton Clayton,19,81.0
John Clayton,12,79.0
Wolff Schoemaker,16,67.0
Auguste Boissonneau,19,81.0
Eduard Uspensky,15,81.0
A. Tóth Sándor,14,76.0
Vilmos Aba-Novák,16,47.0
Forrest J Ackerman,18,92.0
Andreas Paul Weber,18,87.0
María Ignacia Benítez,21,61.0
William Bartram,15,84.0
Martha Burton Woodhead Williamson,33,79.0
Mary Stuart MacDougall,22,87.0
Li Peng,7,91.0
Alfonso XIII of Spain,21,55.0
Elie Wiesel,11,88.0
Nadija Hordijenko Andrianova,28,77.0
Louis Armand,12,66.0
Henri Barbusse,14,62.0
Horace Barks,12,88.0
Maryse Bastié,13,54.0
Louis Bastien,13,92.0
Louis de Beaufront,18,80.0
Édouard Belin,13,87.0
Joachim du Bellay,17,38.0
Ric Berger,10,90.0
Marcellin Berthelot,19,80.0
Léon Blum,9,78.0
Émile Boirac,12,66.0
Harold Bolingbroke Mudie,24,36.0
Maurice de Broglie,18,85.0
James Cooke Brown,17,79.0
Dalibor Brozović,16,82.0
Odo Bujwid,10,85.0
Montagu C. Butler,17,86.0
Charles Roden Buxton,20,67.0
Bertha von Suttner,18,71.0
Arnold Gesell,13,81.0
Henry Molaison,14,82.0
Mikołaj Sęp Szarzyński,22,31.0
Drąsius Kedys,13,38.0
Nicholas Zsirai,15,63.0
Elemér Schulek,14,71.0
György Klapka,13,72.0
Philip of Burgundy,18,23.0
Géza Lakatos,12,77.0
Franz Mehring,13,73.0
Anatoly Lunacharsky,19,58.0
Wolfram von Eschenbach,22,50.0
Sławomir Mrożek,15,83.0
Johann Hugo Wyttenbach,22,81.0
Giuseppe Fiorelli,17,73.0
Hwang Sun-won,13,85.0
Arthur P. Jacobs,16,51.0
Santa Maria Faustina Kostka,27,33.0
"Arnulf II, count of Flanders",28,26.0
Princess Elizabeth of Greece and Denmark,40,51.0
Philip Hurepel,14,33.0
Arthur Balfour,14,82.0
Edwin Mattison McMillan,23,84.0
Jacob Adriaensz Backer,22,43.0
Arent de Gelder,15,82.0
Mario Molina,12,77.0
Ernst Keil,10,62.0
Matteo Bandello,15,76.0
Dénes Kőnig,11,60.0
William Painter,15,54.0
Pál Turán,9,66.0
Samuel P. Huntington,20,81.0
Vasco Núñez de Balboa,21,44.0
Frederick Keeping,17,83.0
Qianlong Emperor,16,88.0
Szeto Wah,9,80.0
Henry Fonda,11,77.0
Antonio Rinaldi,15,85.0
Vincenzo Brenna,15,73.0
Arthur Percival,15,79.0
"Sarah Churchill, Duchess of Marlborough",39,84.0
George Bernard Shaw,19,94.0
Chester Bennington,18,41.0
Philip I,8,15.0
Lajos Veress,12,87.0
Pyotr Vyazemsky,15,86.0
George Mikes,12,75.0
Fritz Lang,10,86.0
Maya Angelou,12,86.0
Jānis Akuraters,15,61.0
Hans Sachs,10,82.0
Cai Yuanpei,11,72.0
Li Shijun,9,89.0
Théophile Cart,14,76.0
Cecil John Rhodes,17,49.0
Maurice Cook,12,75.0
Steve Jobs,10,56.0
Muammar Gaddafi,15,69.0
Louis Bernacchi,15,66.0
Eugène Joseph Delporte,22,73.0
Adolphe Quetelet,16,78.0
Louis de Rougemont,18,74.0
John Couch Adams,16,73.0
George Biddell Airy,19,91.0
Antonina Makarova,17,59.0
Wilhelm Liebknecht,18,74.0
Franzl Lang,11,85.0
Li Zongren,10,79.0
Sergey Kapitsa,14,84.0
Hans Jaenisch,13,82.0
Momme Andresen,14,94.0
Hein Hoop,9,59.0
Hans Bradtke,12,77.0
Moritz Momme Nissen,19,80.0
Johann Friedrich Minssen,24,78.0
Margaretha Grosser,18,85.0
Ernst Löfstedt,14,85.0
Anton Heimreich,15,65.0
Christian Peter Hansen,22,76.0
Hermann Janssen,15,83.0
Theo Griep,10,91.0
Henriette Hirschfeld-Tiburtius,30,77.0
Hans Momsen,11,76.0
Frederik Paulsen senior,23,88.0
Jürgen Spanuth,14,91.0
Harro Harring,13,72.0
Hark Olufs,10,46.0
Jens Emil Mungard,17,55.0
Knut Jungbohn Clement,21,70.0
Oluf Braren,11,52.0
Christian Jensen,16,79.0
Jean-Martin Charcot,19,68.0
Ludwig Ingwer Nommensen,23,84.0
Luigi Cherubini,15,82.0
Claudius Colas,14,30.0
William Edward Collinson,24,80.0
Louis Couturat,14,46.0
Andreo Cseh,11,84.0
Einar Dahl,10,75.0
Pierre Delaire,14,66.0
Pêr Denez,9,90.0
Ernest Drezen,13,45.0
Georges Duhamel,15,82.0
Edward VII,10,69.0
Rüdiger Eichholz,16,78.0
Gustave Eiffel,14,91.0
Leopold Einstein,16,57.0
Kep Enderby,11,89.0
Vasili Eroshenko,16,62.0
Robert Esnault-Pelterie,23,76.0
Élisée Reclus,13,75.0
Joachim Faiguet de Villeneuve,29,78.0
Christian Albrecht Jensen,25,78.0
Christian Ludwig Brehm,22,77.0
Detlev von Liliencron,21,65.0
Ferdinand Tönnies,17,81.0
Francis Beaufort,16,83.0
Claus Schenk Graf von Stauffenberg,34,37.0
Helen Blanchard,15,82.0
Katharine Burr Blodgett,23,81.0
Marta Bohn-Meyer,16,48.0
Ignazio Porro,13,74.0
Mercedes Valdivieso,19,69.0
Edwin Conklin,13,89.0
Dorothy Donaldson Buchanan,26,86.0
Anne Burns,10,86.0
Dmitry Karbyshev,16,65.0
Edith Clarke,12,76.0
Eleanor Coade,13,88.0
Josephine Cochrane,18,74.0
Wang Jingwei,12,61.0
Vladimir Gil,12,38.0
Henri Farman,12,84.0
Zhu De,6,90.0
Auguste Forel,13,83.0
Jan Fethke,10,77.0
Kurt Sommerlatt,15,91.0
Christoph Lehmann,17,70.0
Kurt Dehn,9,80.0
John Francis,12,88.0
Peter Blume,11,65.0
Paul Münch,10,72.0
Ludwig Hartmann,15,86.0
Maurice René Fréchet,20,95.0
Friedrich Schiller,18,46.0
Michael S. Hart,15,64.0
Ronald Cecil Gates,18,95.0
Karl May,8,70.0
Fritz Walter,12,82.0
George Edward Luckman Gauntlett,31,88.0
Maurice Genevoix,16,90.0
Silvio Gesell,13,68.0
Alexander Gode,14,64.0
Park Won-soon,13,64.0
Theodor Verhas,14,61.0
Helmut Metzger,14,78.0
Lu Xun,6,55.0
Barnum Brown,12,90.0
Gough Whitlam,13,98.0
Edmund Barton,13,71.0
Chris Watson,12,74.0
George Reid,11,73.0
Abraham Maslow,14,62.0
Stanley Bruce,13,84.0
James Scullin,13,77.0
Arthur Fadden,13,79.0
John Curtin,11,60.0
Ben Chifley,11,66.0
Jean Auguste Dominique Ingres,29,87.0
John McEwen,11,80.0
Roy Raymond,11,46.0
Ernest Hemingway,16,62.0
Octave Mirbeau,14,69.0
Quentin Smith,13,68.0
Friedrich Dürrenmatt,20,69.0
George H. W. Bush,17,94.0
Selena Quintanilla,18,24.0
Benito Mussolini,16,62.0
Simon Stevin,12,72.0
Hermann Häfker,14,66.0
Han Moo-hyup,12,94.0
Reinhard Haupenthal,19,71.0
Harry W. Holmes,15,90.0
André Honnorat,14,82.0
Ebenezer Howard,15,78.0
Alfred Nobel,12,63.0
Jean Gabin,10,72.0
Ennio Morricone,15,92.0
John Belushi,12,33.0
Hans Jakob,10,76.0
Otto Jespersen,14,83.0
John XXIII,10,82.0
Lou Costello,12,53.0
Bud Abbott,10,77.0
Siegfried Bernfeld,18,61.0
Ethel Grey Terry,16,49.0
Francisco Frione,16,23.0
Rod Hundley,11,81.0
Ana Cristina Cesar,18,31.0
Ezra Dean,9,77.0
Jānis Skredelis,15,80.0
Lois Bancroft Long,18,73.0
Maria Bard,10,44.0
Ken Johnson,11,27.0
Margot Moe,10,89.0
Warner Oland,12,59.0
Joseph Bergaigne,16,59.0
Max Gordon,10,86.0
Martin Roman,12,86.0
Raúl Banfi,10,68.0
Alan Nunnelee,13,57.0
Rosario María Gutiérrez Eskildsen,33,80.0
Gloria Dickson,14,28.0
Bernat Fenollar,15,78.0
Bolesław Kolasa,15,87.0
Maksymilian Więcek,18,86.0
Mieczysław Palus,16,65.0
La Jana,7,35.0
Jan Maciejko,12,80.0
Patrick Jenkin,14,90.0
Tomasz Jasiński,15,82.0
Petrus Cunaeus,14,52.0
Johannes Waldemar Karsch,24,58.0
Hilary Skarżyński,17,62.0
Ernest Ziaja,12,78.0
Karen Simensen,14,89.0
Arnold Hermann Ludwig Heeren,28,82.0
Hermann Snellen,15,74.0
Anthon van Rappard,18,34.0
Jean-Baptiste-Henri Deshays,27,36.0
Lorie Tarshis,13,82.0
Andrey Sheptytsky,17,79.0
Aloys Thomas Raimund,20,73.0
Addison S. McClure,18,64.0
Mícheál Ó Súilleabháin,22,68.0
John Crittenden,15,52.0
David Lindsay,13,66.0
Jack Ritchie,12,61.0
Helena Antonia,14,45.0
Thomas E. Gaddis,16,76.0
Enid Markey,11,87.0
Allen G. Debus,14,83.0
Harry Brodribb Irving,21,49.0
Franz Kreisel,13,70.0
Luis Rijo,9,74.0
Richard Meinertzhagen,21,89.0
Mykola Khvylovy,15,40.0
Óscar Míguez,12,79.0
Pyotr Yakubovich,16,51.0
Hans-Joachim Böhme,18,59.0
Paul Phrygio,12,60.0
Hans-Joachim Böhme,18,64.0
Robert Bryce,12,87.0
Lan Han,7,97.0
Edward Douglass White,21,52.0
Countess Maria Josepha of Harrach-Rohrau,40,61.0
Friedrich August von Harrach-Rohrau,35,53.0
Stefan the First-Crowned,24,62.0
Sophus Claussen,15,66.0
Karl von Harrach,16,58.0
"Thomas Robinson, 2nd Baron Grantham",35,48.0
Theodore Wharton,16,56.0
E. H. Calvert,13,78.0
Henry Taaffe,12,56.0
Ernst Adalbert von Harrach,26,69.0
Simon Brehm,11,46.0
Giorgi Kvinitadze,17,96.0
"George Hamilton-Gordon, 4th Earl of Aberdeen",44,76.0
Joseph Gredt,12,77.0
Nikolai Tanayev,15,75.0
Reginald Campbell,17,56.0
Thore Ehrling,13,82.0
Harry Arnold,12,51.0
Giorgi Mazniashvili,19,65.0
Jagatjit Singh,14,77.0
John Mandeville,15,72.0
Letitia Christian Tyler,23,52.0
Adolph von Steinwehr,20,55.0
Orson Welles,12,70.0
Ulla Jacobsson,14,53.0
Bukichi Miki,12,72.0
Tomás Brizuela,14,41.0
Simón Radowitzky,16,65.0
Laura Soveral,13,85.0
Conrad II of Salzwedel,22,41.0
Reinhard Baumeister,19,84.0
Najaf Daryabandari,18,91.0
Anker Sørensen,14,84.0
Lyubov Sadchikova,17,61.0
Joop Stokkermans,16,75.0
Leen Buis,9,80.0
Yin Changheng,13,69.0
Bolesław Własnowolski,21,24.0
Rudolf Paszek,13,75.0
Graham Chapman,14,48.0
Franklin Rawson,15,51.0
Jean-François-Maxime Raybaud,28,99.0
Cordelia Edvardson,18,83.0
Harry Valérien,14,89.0
"Adalbert I, Duke of Teck",24,60.0
Karl Etzel,10,53.0
Günther Kohlmey,15,86.0
Matilde Muñoz Sampedro,22,69.0
John Kerins,11,39.0
Henry of Latvia,15,72.0
Ilya Oleynikov,14,65.0
Muhammad al-Jawad,17,24.0
Pope Theodosius II of Alexandria,32,92.0
Ali al-Ridha,12,48.0
Fabrizio De André,17,59.0
Pier Paolo Pasolini,19,53.0
Václav Novotný,14,63.0
Zdeněk Fiala,12,53.0
Roald Dahl,10,74.0
Jean Poldo d'Albenas,20,51.0
Daniele Crespi,14,32.0
Thubten Gyatso,14,57.0
Trinle Gyatso,13,18.0
Khedrup Gyatso,14,18.0
Robert F. Kennedy,17,43.0
Charles-Ange Laisant,20,79.0
Paul Langevin,13,74.0
Antoni Gaudí,12,74.0
Theodor Mommsen,15,86.0
Kobe Bryant,11,42.0
A. L. Abdul Majeed,18,55.0
Kalman Sántha,13,53.0
Géza Petényi,12,76.0
Zoltán Gábor Szabó,18,87.0
Pál Vásárhelyi,14,51.0
"Louisa Hamilton, Duchess of Abercorn",36,93.0
Roberto Silva Renard,20,65.0
George Richmond,15,87.0
Hans Richter,12,89.0
Frederick Gehring,17,87.0
"Eleanor, Duchess of Gloucester",30,52.0
Ulrich Kiesow,13,48.0
Saul Alinsky,12,63.0
Alexander von Benckendorff,26,62.0
"Francis Russell, 5th Duke of Bedford",36,37.0
"Francis Russell, 7th Duke of Bedford",36,73.0
"John Russell, 6th Duke of Bedford",33,73.0
Pieter Helbert Damsté,21,83.0
Dutch Clark,11,72.0
Wladyslaw Jehoshaphat Sapieha,29,81.0
Thomas Young,12,56.0
Birol Ünel,10,59.0
Miklós Bánffy,13,77.0
Constant von Wurzbach,21,75.0
Michael Wilson,14,64.0
Alexander Glazunov,18,71.0
Hannah More,11,88.0
Carl van Dockum,15,89.0
Louise Bjørnsen,15,75.0
Paul von Klenau,15,63.0
Walther Klemm,13,74.0
Richard Kleinmichel,19,55.0
Gabdulkhay Akhatov,18,59.0
Hermann Hesse,13,85.0
Michael J. Smith,16,41.0
Ernest Cox,10,76.0
Richard Thoma,13,76.0
Innokenty Annensky,18,54.0
Sergey Botkin,13,57.0
"Christian Ernest II, Duke of Saxe-Coburg-Saalfeld",49,62.0
Lloyd Hildebrand,16,54.0
Leonid Kmit,11,74.0
Robert Bolt,11,71.0
Chris Wood,10,39.0
Jessica Jaymes,14,43.0
Jack Hawkins,12,63.0
Guy van Branteghem,18,81.0
Carlos María Franzini,21,66.0
Anton LaVey,11,67.0
Kenneth To,10,27.0
Heinz-Jürgen Blome,18,66.0
Nikolai Simonov,15,72.0
Bror Cederström,15,97.0
Dionysius of Halicarnassus,26,53.0
Hugh Dalton,11,75.0
Carlo Lizzani,13,91.0
Gyöngyi Szalay-Horváth,22,49.0
Oscar Goerke,12,51.0
Arthur F. Andrews,17,54.0
Teddy Billington,16,84.0
Eduard Kainberger,17,63.0
Duncan I of Scotland,20,39.0
Pierre Bonnard,14,80.0
Vasily Belov,12,80.0
Fernand Sanz,12,44.0
Rashi,5,65.0
Petras Mantigirdaitis,21,69.0
Francis Cetner,14,82.0
Peter Dorohostajski,19,42.0
James Theodore Kuncewicz,24,70.0
Ladislaus I of Hungary,22,49.0
Charles Schlee,14,74.0
Jeongjo of Joseon,17,48.0
Salvador Jovellanos,19,48.0
Higinio Uriarte,15,66.0
William Kidd,12,56.0
Juan Bautista Gill,18,37.0
Stanford R. Ovshinsky,21,90.0
Józef Aleksander Jabłonowski,28,66.0
Gert van den Bergh,18,48.0
Zdravko Tolimir,15,68.0
John Argyropoulos,17,72.0
Li Moran,8,85.0
Charles Marie de La Condamine,29,73.0
Cardinal Richelieu,18,57.0
Paul Deussen,12,74.0
Juan de Grijalva,16,47.0
Eleanor of Austria,18,44.0
Tancred of Hauteville,21,61.0
Józef Gosławski,15,55.0
Momčilo Krajišnik,17,75.0
Bertil Antonsson,16,85.0
Alois Wünsche-Mitterecker,25,72.0
Leon Allen White,16,63.0
Roger Pierre,12,87.0
Camilo Cienfuegos,17,27.0
Jane Marken,11,81.0
Major Harris,12,65.0
Jean-Joseph Monnard,19,72.0
Milton A. Rothman,17,82.0
Melvil Dewey,12,80.0
Franz von Bayros,16,58.0
Khalid ibn al-Walid,19,50.0
Muhammad Al-Sabah,17,58.0
Evaristo Felice Dall'Abaco,26,67.0
